hall_id,hall_name,model_name,machine_num,diff_mai,games,bb,rb,condition
260000700000004312,アミューズ千葉,,1074,+6170,8696,110,22,
260000700000004312,アミューズ千葉,,1075,+2813,7935,77,24,
260000700000004312,アミューズ千葉,,1076,+1266,7861,69,25,
260000700000004312,アミューズ千葉,,1077,+2655,7883,77,23,
260000700000004312,アミューズ千葉,,1078,+290,8717,73,21,
260000700000004312,アミューズ千葉,,1079,+2215,9336,83,31,
260000700000004312,アミューズ千葉,,777,-329,4889,0,7,
260000700000004312,アミューズ千葉,,778,+2945,6933,0,5,
260000700000004312,アミューズ千葉,,779,+9354,5589,0,3,
260000700000004312,アミューズ千葉,,780,+3336,7103,0,10,
260000700000004312,アミューズ千葉,,792,-1789,7583,22,25,
260000700000004312,アミューズ千葉,,793,+611,8149,33,21,
260000700000004312,アミューズ千葉,,794,+2373,7847,33,36,
260000700000004312,アミューズ千葉,,795,+1244,7646,33,24,
260000700000004312,アミューズ千葉,,796,+2904,7581,33,38,
260000700000004312,アミューズ千葉,,797,+1326,8889,41,18,
260000700000004312,アミューズ千葉,,798,-695,6896,23,20,
260000700000004312,アミューズ千葉,,799,+295,7783,31,25,
260000700000004312,アミューズ千葉,,800,-774,7054,27,14,
260000700000004312,アミューズ千葉,,801,+1434,7080,32,18,
260000700000004312,アミューズ千葉,,802,+1338,7044,33,17,
260000700000004312,アミューズ千葉,,803,+1458,8292,33,31,
260000700000004312,アミューズ千葉,,804,-630,7396,28,19,
260000700000004312,アミューズ千葉,,829,-1361,7832,27,15,
260000700000004312,アミューズ千葉,,830,-651,7038,21,28,
260000700000004312,アミューズ千葉,,831,-327,5772,21,16,
260000700000004312,アミューズ千葉,,832,+1122,7205,30,22,
260000700000004312,アミューズ千葉,,833,+6622,7983,51,32,
260000700000004312,アミューズ千葉,,834,+1688,7296,33,22,
260000700000004312,アミューズ千葉,,835,+145,7150,26,24,
260000700000004312,アミューズ千葉,,836,+1886,7926,34,30,
260000700000004312,アミューズ千葉,,837,-92,6720,28,14,
260000700000004312,アミューズ千葉,,838,+1183,8150,31,32,
260000700000004312,アミューズ千葉,,839,+884,7654,33,17,
260000700000004312,アミューズ千葉,,840,+3191,8273,39,35,
260000700000004312,アミューズ千葉,,841,+1492,7496,35,23,
260000700000004312,アミューズ千葉,,817,-1419,7216,0,18,
260000700000004312,アミューズ千葉,,818,+4111,5740,0,14,
260000700000004312,アミューズ千葉,,819,+5102,5095,0,17,
260000700000004312,アミューズ千葉,,875,-767,6766,0,27,
260000700000004312,アミューズ千葉,,876,+2140,5409,0,21,
260000700000004312,アミューズ千葉,,877,+2021,6311,0,21,
260000700000004312,アミューズ千葉,,878,+3852,5701,0,25,
260000700000004312,アミューズ千葉,,879,+1194,6150,0,21,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),741,+3514,6696,0,21,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),742,-833,6086,0,18,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),743,+3013,7052,0,31,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),744,+3639,7083,0,25,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),745,-232,5920,0,23,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),746,+14292,6260,0,17,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),747,+8861,6220,0,20,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),748,+2279,6725,0,26,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),749,+968,6648,0,24,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),750,+9310,6480,0,22,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),751,+5771,6660,0,27,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),752,+5317,6225,0,24,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),753,+2030,5716,0,27,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),754,+5936,6682,0,27,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),755,-1016,7148,0,25,
260000700000004312,アミューズ千葉,スマスロ北斗の拳 (機種単位),732,+3369,9510,97,25,
260000700000004312,アミューズ千葉,スマスロ北斗の拳 (機種単位),733,+2325,9048,86,28,
260000700000004312,アミューズ千葉,スマスロ北斗の拳 (機種単位),734,+4440,8619,95,29,
260000700000004312,アミューズ千葉,スマスロ北斗の拳 (機種単位),735,+4863,7953,95,20,
260000700000004312,アミューズ千葉,スマスロ北斗の拳 (機種単位),736,+5858,8471,102,28,
260000700000004312,アミューズ千葉,スマスロ北斗の拳 (機種単位),737,+3880,8620,91,22,
260000700000004312,アミューズ千葉,スマスロ北斗の拳 (機種単位),738,+3418,8194,84,22,
260000700000004312,アミューズ千葉,スマスロ北斗の拳 (機種単位),739,+1780,8458,79,22,
260000700000004312,アミューズ千葉,スマスロ北斗の拳 (機種単位),740,+858,9702,84,27,
260000700000004312,アミューズ千葉,スマスロヨルムンガンド (機種単位),805,+4965,5597,0,17,
260000700000004312,アミューズ千葉,スマスロヨルムンガンド (機種単位),806,+2064,7062,0,17,
260000700000004312,アミューズ千葉,スマスロヨルムンガンド (機種単位),807,+2600,6626,0,12,
260000700000004312,アミューズ千葉,スマスロヨルムンガンド (機種単位),808,+502,5390,0,8,
260000700000004312,アミューズ千葉,スマスロヨルムンガンド (機種単位),809,+7462,6480,0,9,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),674,+2007,9076,0,21,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),675,-183,8756,0,27,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),676,+5101,7989,0,14,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),677,+6667,9448,0,22,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),678,-2605,7740,0,22,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),679,-623,7962,0,17,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),680,+809,8345,0,18,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),681,+1073,5402,0,9,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),826,+53,6110,19,0,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),827,+6444,8612,22,0,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),828,+512,6217,15,0,
260000700000004312,アミューズ千葉,ドラゴンハナハナ～閃光～‐30 (機種単位),967,+1994,7701,38,15,
260000700000004312,アミューズ千葉,ドラゴンハナハナ～閃光～‐30 (機種単位),968,+986,7574,32,23,
260000700000004312,アミューズ千葉,ドラゴンハナハナ～閃光～‐30 (機種単位),969,+968,7510,35,14,
260000700000004312,アミューズ千葉,ドラゴンハナハナ～閃光～‐30 (機種単位),970,+335,8390,39,11,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),741,-1060,6105,0,23,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),742,+1769,6770,0,21,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),743,+5918,5664,0,20,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),744,+2159,5874,0,25,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),745,+3799,6128,0,20,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),746,-427,6012,0,17,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),747,+968,5609,0,17,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),748,-3076,5905,0,23,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),749,-1357,6476,0,21,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),750,+213,6522,0,26,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),751,-3396,6959,0,32,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),752,+10804,5985,0,18,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),753,+2933,6443,0,26,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),754,+1838,5650,0,16,
260000700000004312,アミューズ千葉,スマスロ 甲鉄城のカバネリ 海門決戦 (機種単位),755,+1380,6113,0,19,
260000700000004312,アミューズ千葉,L 東京喰種 (1112～1116番台),1112,-2185,6706,0,20,
260000700000004312,アミューズ千葉,L 東京喰種 (1112～1116番台),1113,+844,6516,0,13,
260000700000004312,アミューズ千葉,L 東京喰種 (1112～1116番台),1114,+7351,6157,0,17,
260000700000004312,アミューズ千葉,L 東京喰種 (1112～1116番台),1115,+2171,5531,0,16,
260000700000004312,アミューズ千葉,L 東京喰種 (1112～1116番台),1116,+1613,5724,0,14,
260000700000004312,アミューズ千葉,A‐SLOT+ 異世界かるてっとBT (機種単位),925,+494,7009,50,21,
260000700000004312,アミューズ千葉,A‐SLOT+ 異世界かるてっとBT (機種単位),926,+503,7481,49,31,
260000700000004312,アミューズ千葉,A‐SLOT+ 異世界かるてっとBT (機種単位),927,+2537,7563,53,41,
260000700000004312,アミューズ千葉,ハイビリターン‐30 (機種単位),964,+130,6623,28,25,
260000700000004312,アミューズ千葉,ハイビリターン‐30 (機種単位),965,+3619,6538,38,28,
260000700000004312,アミューズ千葉,ハイビリターン‐30 (機種単位),966,+1508,5437,27,21,
260000700000004312,アミューズ千葉,いざ!番長 (機種単位),1065,-4026,4439,15,5,
260000700000004312,アミューズ千葉,いざ!番長 (機種単位),1066,+15903,6043,63,16,
260000700000004312,アミューズ千葉,いざ!番長 (機種単位),1067,+1522,7026,50,27,
260000700000004312,アミューズ千葉,いざ!番長 (機種単位),1068,-2917,4814,25,6,
260000700000004312,アミューズ千葉,いざ!番長 (機種単位),1069,+11431,7370,62,24,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),864,+1530,7701,28,21,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),865,+2046,7463,29,19,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),866,-196,7873,27,14,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),867,-329,7501,26,15,
260000700000004312,アミューズ千葉,スマスロスーパーブラックジャック (機種単位),777,+3275,6849,0,5,
260000700000004312,アミューズ千葉,スマスロスーパーブラックジャック (機種単位),778,-2993,6086,0,10,
260000700000004312,アミューズ千葉,スマスロスーパーブラックジャック (機種単位),779,+166,6850,0,10,
260000700000004312,アミューズ千葉,スマスロスーパーブラックジャック (機種単位),780,+5164,7494,0,8,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),826,+2760,7053,18,0,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),827,-492,6767,22,0,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),828,+906,6922,17,0,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1036,-2706,6512,31,12,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1037,-1688,5227,25,12,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1038,+10280,6665,75,16,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1039,-1625,5763,23,30,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1040,+7377,7825,72,20,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1041,+2646,4947,36,16,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1042,-1539,6025,27,23,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1043,+4187,7219,56,20,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1044,-372,6691,40,13,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1045,+3229,4481,33,23,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1046,+3716,4907,41,15,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1047,-3426,7152,29,19,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1048,-672,7964,46,16,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1049,-442,6143,34,18,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1050,-4045,7179,29,13,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1051,+4564,5472,48,14,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1052,+7352,5953,60,18,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1053,+1548,5845,42,10,
260000700000004312,アミューズ千葉,スマスロ 沖ドキ!DUO アンコール (機種単位),1054,-4329,7112,28,18,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),718,+893,8544,84,11,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),719,+933,8892,83,9,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),720,-1806,7147,46,8,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),721,+5139,7802,91,4,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),722,+3820,7149,75,5,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),723,+834,8421,74,10,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),724,-5470,8774,38,4,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),725,-5983,8459,28,5,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),726,-1583,6950,57,4,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),727,+2752,8032,72,4,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),728,-1164,5409,43,6,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),729,+3996,6482,82,3,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),730,-4257,7969,35,7,
260000700000004312,アミューズ千葉,Lパチスロ 革命機ヴァルヴレイヴ2 (機種単位),731,+13249,8117,132,4,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),674,+3511,5378,0,7,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),675,-2784,5174,0,12,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),676,+1439,5728,0,11,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),677,+1052,6287,0,16,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),678,+5200,4625,0,7,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),679,+3170,6874,0,14,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),680,-2951,4946,0,13,
260000700000004312,アミューズ千葉,Lパチスロ 炎炎ノ消防隊2 (機種単位),681,+1389,4763,0,12,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),864,+2031,7453,31,12,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),865,+587,7388,27,19,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),866,+1843,5997,27,12,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),867,-172,6161,21,16,
260000700000004312,アミューズ千葉,チバリヨ2 (機種単位),911,-86,4468,20,15,
260000700000004312,アミューズ千葉,チバリヨ2 (機種単位),912,-1087,697,0,2,
260000700000004312,アミューズ千葉,チバリヨ2 (機種単位),913,+8550,6156,51,19,
260000700000004312,アミューズ千葉,チバリヨ2 (機種単位),914,-286,849,3,3,
260000700000004312,アミューズ千葉,チバリヨ2 (機種単位),915,-1375,1698,4,3,
260000700000004312,アミューズ千葉,チバリヨ2 (機種単位),916,+8244,4861,46,13,
260000700000004312,アミューズ千葉,チバリヨ2 (機種単位),917,+2030,1936,15,6,
260000700000004312,アミューズ千葉,チバリヨ2 (機種単位),918,+509,4098,23,7,
260000700000004312,アミューズ千葉,チバリヨ2 (機種単位),919,+1368,2523,14,10,
260000700000004312,アミューズ千葉,パチスロ からくりサーカス (機種単位),817,+3989,2090,0,7,
260000700000004312,アミューズ千葉,パチスロ からくりサーカス (機種単位),818,+95,426,0,0,
260000700000004312,アミューズ千葉,パチスロ からくりサーカス (機種単位),819,+2317,856,0,5,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),864,+972,7216,24,15,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),865,-2006,8155,22,8,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),866,+3838,6909,32,12,
260000700000004312,アミューズ千葉,A‐SLOT+ ディスクアップ ULTRAREMIX (機種単位),867,+2005,6750,29,11,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),702,+8202,6857,0,48,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),703,-1207,2674,0,8,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),704,+1998,8994,0,48,
260000700000004312,アミューズ千葉,スマスロ とある科学の超電磁砲2 (機種単位),814,-269,2861,0,6,
260000700000004312,アミューズ千葉,スマスロ とある科学の超電磁砲2 (機種単位),815,+2505,4389,0,11,
260000700000004312,アミューズ千葉,スマスロ とある科学の超電磁砲2 (機種単位),816,+8235,6044,0,22,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),702,+3164,8161,0,53,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),703,+7401,9044,0,57,
260000700000004312,アミューズ千葉,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝 (機種単位),704,+4223,7630,0,49,
260000700000004312,アミューズ千葉,スマスロモンキーターンV (機種単位),1094,+9745,6566,0,14,
260000700000004312,アミューズ千葉,スマスロモンキーターンV (機種単位),1095,-3033,5353,0,13,
260000700000004312,アミューズ千葉,スマスロモンキーターンV (機種単位),1096,+182,6775,0,17,
260000700000004312,アミューズ千葉,スマスロモンキーターンV (機種単位),1097,+4888,6970,0,14,
