hall_id,hall_name,model_name,rank,plus_count,total_count,avg_diff,avg_games
260000700000004312,アミューズ千葉,"ランク2 4/15(水) 機種単位
3/4台 平均+1,072枚 平均6,750",2,3,4,+1072,6750
260000700000004312,アミューズ千葉,"ランク3 4/13(月) 機種単位
3/4台 平均+1,202枚 平均7,258",3,3,4,+1202,7258
260000700000004312,アミューズ千葉,"ランク4 4/12(日) 機種単位
3/4台 平均+2,196枚 平均6,719",4,3,4,+2196,6719
260000700000004312,アミューズ千葉,"ランク2 4/11(土) 機種単位
3/4台 平均+1,048枚 平均6,704",2,3,4,+1048,6704
260000700000004312,アミューズ千葉,"ランク1 4/5(日) 機種単位
3/4台 平均+705枚 平均6,953G
台",1,3,4,+705,6953
260000700000004312,アミューズ千葉,"ランク4 3/29(日) 機種単位
4/4台 平均+1,562枚 平均7,333",4,4,4,+1562,7333
260000700000004312,アミューズ千葉,"ランク4 4/25(土) 機種単位
5/8台 平均+1,688枚 平均8,492",4,5,8,+1688,8492
260000700000004312,アミューズ千葉,"ランク2 4/24(金) 機種単位
3/8台 平均+828枚 平均9,212G
",2,3,8,+828,9212
260000700000004312,アミューズ千葉,"ランク4 4/22(水) 機種単位
5/8台 平均+1,531枚 平均8,090",4,5,8,+1531,8090
260000700000004312,アミューズ千葉,"ランク2 4/15(水) 機種単位
6/8台 平均+1,253枚 平均5,472",2,6,8,+1253,5472
260000700000004312,アミューズ千葉,"ランク5 4/4(土) 機種単位
5/8台 平均+3,671枚 平均8,705G",5,5,8,+3671,8705
260000700000004312,アミューズ千葉,"ランク5 3/27(金) 機種単位
6/8台 平均+3,187枚 平均8,059",5,6,8,+3187,8059
260000700000004312,アミューズ千葉,"ランク3 3/17(火) 機種単位
6/8台 平均+896枚 平均7,812G
",3,6,8,+896,7812
260000700000004312,アミューズ千葉,"ランク5 3/11(水) 機種単位
5/8台 平均+4,177枚 平均8,350",5,5,8,+4177,8350
260000700000004312,アミューズ千葉,"ランク3 3/6(金) 機種単位
5/8台 平均+1,603枚 平均6,733G",3,5,8,+1603,6733
260000700000004312,アミューズ千葉,"ランク5 2/28(土) 機種単位
6/8台 平均+2,855枚 平均8,756",5,6,8,+2855,8756
260000700000004312,アミューズ千葉,"ランク0 2/13(金) 機種単位
5/8台 平均+552枚 平均7,962G
",0,5,8,+552,7962
260000700000004312,アミューズ千葉,"ランク2 2/5(木) 機種単位
5/8台 平均+779枚 平均8,426G
台",2,5,8,+779,8426
260000700000004312,アミューズ千葉,"ランク4 4/26(日) 機種単位
2/3台 平均+2,405枚 平均6,910",4,2,3,+2405,6910
260000700000004312,アミューズ千葉,"ランク3 4/22(水) 機種単位
3/3台 平均+2,336枚 平均6,980",3,3,3,+2336,6980
260000700000004312,アミューズ千葉,"ランク2 4/21(火) 機種単位
2/3台 平均+1,058枚 平均6,914",2,2,3,+1058,6914
260000700000004312,アミューズ千葉,"ランク3 4/13(月) 機種単位
2/3台 平均+2,998枚 平均6,175",3,2,3,+2998,6175
260000700000004312,アミューズ千葉,"ランク1 4/12(日) 機種単位
2/3台 平均+1,926枚 平均5,669",1,2,3,+1926,5669
260000700000004312,アミューズ千葉,"ランク5 4/11(土) 機種単位
3/3台 平均+4,929枚 平均8,278",5,3,3,+4929,8278
260000700000004312,アミューズ千葉,"ランク4 3/1(日) 機種単位
2/3台 平均+1,797枚 平均7,502G",4,2,3,+1797,7502
260000700000004312,アミューズ千葉,"ランク4 2/22(日) 機種単位
2/3台 平均+3,318枚 平均7,528",4,2,3,+3318,7528
260000700000004312,アミューズ千葉,"ランク1 2/21(土) 機種単位
2/3台 平均+954枚 平均6,593G
",1,2,3,+954,6593
260000700000004312,アミューズ千葉,"ランク1 2/10(火) 機種単位
3/3台 平均+2,395枚 平均2,877",1,3,3,+2395,2877
260000700000004312,アミューズ千葉,"ランク2 1/21(水) 機種単位
5/6台 平均+1,116枚 平均6,999",2,5,6,+1116,6999
260000700000004312,アミューズ千葉,"ランク3 1/12(月) 機種単位
5/7台 平均+1,771枚 平均6,106",3,5,7,+1771,6106
260000700000004312,アミューズ千葉,"ランク3 4/26(日) 機種単位
3/3台 平均+1,415枚 平均7,264",3,3,3,+1415,7264
260000700000004312,アミューズ千葉,"ランク0 4/18(土) 機種単位
2/3台 平均+1,225枚 平均4,821",0,2,3,+1225,4821
260000700000004312,アミューズ千葉,"ランク2 4/11(土) 機種単位
1/3台 平均+3,358枚 平均7,718",2,1,3,+3358,7718
260000700000004312,アミューズ千葉,"ランク2 4/9(木) 機種単位
3/3台 平均+3,282枚 平均2,432G",2,3,3,+3282,2432
260000700000004312,アミューズ千葉,"ランク3 4/5(日) 機種単位
3/3台 平均+3,903枚 平均6,501G",3,3,3,+3903,6501
260000700000004312,アミューズ千葉,"ランク2 4/4(土) 機種単位
1/3台 平均+1,956枚 平均7,465G",2,1,3,+1956,7465
260000700000004312,アミューズ千葉,"ランク1 3/29(日) 機種単位
2/3台 平均+1,937枚 平均4,604",1,2,3,+1937,4604
260000700000004312,アミューズ千葉,"ランク0 3/23(月) 機種単位
2/3台 平均+1,064枚 平均4,315",0,2,3,+1064,4315
260000700000004312,アミューズ千葉,"ランク2 3/21(土) 機種単位
2/3台 平均+673枚 平均7,527G
",2,2,3,+673,7527
260000700000004312,アミューズ千葉,"ランク0 3/20(金) 機種単位
2/3台 平均+939枚 平均5,474G
",0,2,3,+939,5474
260000700000004312,アミューズ千葉,"ランク2 3/11(水) 機種単位
2/3台 平均-621枚 平均8,634G
",2,2,3,-621,8634
260000700000004312,アミューズ千葉,"ランク2 3/3(火) 機種単位
2/3台 平均+937枚 平均6,975G
台",2,2,3,+937,6975
260000700000004312,アミューズ千葉,"ランク1 4/25(土) 機種単位
2/3台 平均+652枚 平均7,103G
",1,2,3,+652,7103
260000700000004312,アミューズ千葉,"ランク1 4/24(金) 機種単位
3/3台 平均+1,642枚 平均3,101",1,3,3,+1642,3101
260000700000004312,アミューズ千葉,"ランク3 4/21(火) 機種単位
3/3台 平均+1,752枚 平均6,199",3,3,3,+1752,6199
260000700000004312,アミューズ千葉,"ランク0 4/17(金) 機種単位
2/3台 平均+958枚 平均4,938G
",0,2,3,+958,4938
260000700000004312,アミューズ千葉,"ランク1 4/14(火) 機種単位
2/3台 平均+1,127枚 平均5,317",1,2,3,+1127,5317
260000700000004312,アミューズ千葉,"ランク1 4/12(日) 機種単位
3/3台 平均+1,388枚 平均5,124",1,3,3,+1388,5124
260000700000004312,アミューズ千葉,"ランク2 4/11(土) 機種単位
2/3台 平均+2,304枚 平均5,783",2,2,3,+2304,5783
260000700000004312,アミューズ千葉,"ランク0 4/6(月) 機種単位
3/3台 平均+1,326枚 平均4,013G",0,3,3,+1326,4013
260000700000004312,アミューズ千葉,"ランク2 4/5(日) 機種単位
3/3台 平均+2,639枚 平均3,586G",2,3,3,+2639,3586
260000700000004312,アミューズ千葉,"ランク1 4/1(水) 機種単位
2/3台 平均+360枚 平均6,809G
台",1,2,3,+360,6809
260000700000004312,アミューズ千葉,"ランク2 3/27(金) 機種単位
2/3台 平均+2,384枚 平均4,396",2,2,3,+2384,4396
260000700000004312,アミューズ千葉,"ランク2 3/26(木) 機種単位
3/3台 平均+3,451枚 平均3,174",2,3,3,+3451,3174
260002400000001210,スーパーDステーション千葉みなと,"ランク5 2025/08/08(金) 機種単位
2/3台 平均+2,992枚 平",5,2,3,+2992,8838
260002400000122180,マルハン千葉みなと店,"ランク0 4/18(土) 742～748番台
4/7台 平均+1,689枚 平均",0,4,7,+1689,3554
260002400000122180,マルハン千葉みなと店,"ランク5 4/17(金) 706～713番台
6/8台 平均+3,240枚 平均",5,6,8,+3240,6481
260002400000122180,マルハン千葉みなと店,"ランク2 4/9(木) 742～748番台
6/7台 平均+2,157枚 平均2",2,6,7,+2157,2449
260002400000122180,マルハン千葉みなと店,"ランク5 4/7(火) 機種単位
12/15台 平均+2,658枚 平均6,63",5,12,15,+2658,6631
260002400000122180,マルハン千葉みなと店,"ランク1 3/27(金) 706～716番台
7/11台 平均+1,235枚 平",1,7,11,+1235,5214
260002400000122180,マルハン千葉みなと店,"ランク2 3/21(土) 742～748番台
5/7台 平均+1,446枚 平均",2,5,7,+1446,4529
260002400000122180,マルハン千葉みなと店,"ランク4 3/17(火) 742～748番台
5/7台 平均+3,879枚 平均",4,5,7,+3879,5831
260002400000122180,マルハン千葉みなと店,"ランク0 2/27(金) 706～713番台
5/8台 平均+1,428枚 平均",0,5,8,+1428,4394
260002400000122180,マルハン千葉みなと店,"ランク1 2/15(日) 743～748番台
4/6台 平均+1,848枚 平均",1,4,6,+1848,4094
260002400000122180,マルハン千葉みなと店,"ランク1 2/6(金) 743～748番台
5/6台 平均+1,744枚 平均3",1,5,6,+1744,3370
260002400000122180,マルハン千葉みなと店,"ランク0 2/4(水) 706～713番台
5/8台 平均+1,221枚 平均4",0,5,8,+1221,4694
260002400000122180,マルハン千葉みなと店,"ランク0 2/2(月) 706～713番台
5/8台 平均+1,405枚 平均3",0,5,8,+1405,3531
260002400000122180,マルハン千葉みなと店,"ランク2 4/22(水) 機種単位
4/4台 平均+2,216枚 平均4,759",2,4,4,+2216,4759
260002400000122180,マルハン千葉みなと店,"ランク1 4/17(金) 機種単位
1/4台 平均+1,381枚 平均7,698",1,1,4,+1381,7698
260002400000122180,マルハン千葉みなと店,"ランク5 4/15(水) 機種単位
4/4台 平均+6,721枚 平均8,787",5,4,4,+6721,8787
260002400000122180,マルハン千葉みなと店,"ランク0 4/11(土) 機種単位
2/4台 平均+151枚 平均8,597G
",0,2,4,+151,8597
260002400000122180,マルハン千葉みなと店,"ランク3 4/7(火) 機種単位
2/4台 平均+2,916枚 平均7,320G",3,2,4,+2916,7320
260002400000122180,マルハン千葉みなと店,"ランク1 4/1(水) 機種単位
2/4台 平均+71枚 平均9,312G
台別",1,2,4,+71,9312
260002400000122180,マルハン千葉みなと店,"ランク2 3/28(土) 機種単位
2/4台 平均+2,013枚 平均6,936",2,2,4,+2013,6936
260002400000122180,マルハン千葉みなと店,"ランク5 3/27(金) 機種単位
4/4台 平均+3,426枚 平均8,216",5,4,4,+3426,8216
260002400000122180,マルハン千葉みなと店,"ランク1 3/22(日) 機種単位
3/4台 平均+796枚 平均6,946G
",1,3,4,+796,6946
260002400000122180,マルハン千葉みなと店,"ランク0 3/18(水) 機種単位
3/4台 平均+1,158枚 平均4,677",0,3,4,+1158,4677
260002400000122180,マルハン千葉みなと店,"ランク3 3/15(日) 機種単位
3/4台 平均+1,482枚 平均7,182",3,3,4,+1482,7182
260002400000122180,マルハン千葉みなと店,"ランク2 3/11(水) 機種単位
3/4台 平均+742枚 平均7,522G
",2,3,4,+742,7522
260002400000122180,マルハン千葉みなと店,"ランク5 4/24(金) 機種単位
4/4台 平均+1,963枚 平均8,564",5,4,4,+1963,8564
260002400000122180,マルハン千葉みなと店,"ランク4 4/17(金) 機種単位
3/4台 平均+1,289枚 平均8,085",4,3,4,+1289,8085
260002400000122180,マルハン千葉みなと店,"ランク2 4/10(金) 機種単位
3/4台 平均+705枚 平均7,864G
",2,3,4,+705,7864
260002400000122180,マルハン千葉みなと店,"ランク3 4/3(金) 機種単位
3/4台 平均+927枚 平均8,001G
台",3,3,4,+927,8001
260002400000122180,マルハン千葉みなと店,"ランク3 3/27(金) 機種単位
3/4台 平均+903枚 平均8,085G
",3,3,4,+903,8085
260002400000122180,マルハン千葉みなと店,"ランク5 3/6(金) 機種単位
5/5台 平均+1,383枚 平均8,233G",5,5,5,+1383,8233
260002400000122180,マルハン千葉みなと店,"ランク5 2/20(金) 機種単位
5/5台 平均+3,025枚 平均7,342",5,5,5,+3025,7342
260002400000122180,マルハン千葉みなと店,"ランク4 2/6(金) 機種単位
5/5台 平均+1,568枚 平均7,498G",4,5,5,+1568,7498
260002400000122180,マルハン千葉みなと店,"ランク5 1/30(金) 機種単位
4/5台 平均+1,956枚 平均8,260",5,4,5,+1956,8260
260002400000122180,マルハン千葉みなと店,"ランク0 2025/12/12(金) 機種単位
3/5台 平均+673枚 平均7",0,3,5,+673,7677
260002400000122180,マルハン千葉みなと店,"ランク4 2025/11/28(金) 機種単位
4/5台 平均+1,304枚 平",4,4,5,+1304,8319
260002400000122180,マルハン千葉みなと店,"ランク5 2025/11/14(金) 機種単位
4/5台 平均+1,443枚 平",5,4,5,+1443,8720
260002400000122180,マルハン千葉みなと店,"ランク1 4/7(火) 835～842番台
4/8台 平均+2,047枚 平均5",1,4,8,+2047,5450
260002400000122180,マルハン千葉みなと店,"ランク1 3/26(木) 835～842番台
6/8台 平均+1,910枚 平均",1,6,8,+1910,3984
260002400000122180,マルハン千葉みなと店,"ランク0 3/20(金) 1016～1024番台
5/9台 平均+1,216枚 ",0,5,9,+1216,5360
260002400000122180,マルハン千葉みなと店,"ランク2 3/17(火) 機種単位
7/17台 平均+1,379枚 平均7,62",2,7,17,+1379,7621
260002400000122180,マルハン千葉みなと店,"ランク2 3/14(土) 1016～1024番台
5/9台 平均+1,838枚 ",2,5,9,+1838,6623
260002400000122180,マルハン千葉みなと店,"ランク4 3/8(日) 1016～1024番台
6/9台 平均+3,384枚 平",4,6,9,+3384,5414
260002400000122180,マルハン千葉みなと店,"ランク5 3/7(土) 1016～1024番台
7/9台 平均+1,642枚 平",5,7,9,+1642,8146
260002400000122180,マルハン千葉みなと店,"ランク2 3/1(日) 1016～1024番台
4/9台 平均+1,709枚 平",2,4,9,+1709,6951
260002400000122180,マルハン千葉みなと店,"ランク4 2/11(水) 1016～1024番台
6/9台 平均+3,021枚 ",4,6,9,+3021,6204
260002400000122180,マルハン千葉みなと店,"ランク1 2/8(日) 835～842番台
6/8台 平均+1,133枚 平均4",1,6,8,+1133,4746
260002400000122180,マルハン千葉みなと店,"ランク2 2/1(日) 835～842番台
5/8台 平均+1,999枚 平均5",2,5,8,+1999,5451
260002400000122180,マルハン千葉みなと店,"ランク3 1/28(水) 1016～1024番台
7/9台 平均+2,943枚 ",3,7,9,+2943,3583
260002400000122180,マルハン千葉みなと店,"ランク3 4/7(火) 機種単位
7/10台 平均+2,377枚 平均5,683",3,7,10,+2377,5683
260002400000122180,マルハン千葉みなと店,"ランク5 4/4(土) 機種単位
9/10台 平均+5,226枚 平均7,783",5,9,10,+5226,7783
260002400000122180,マルハン千葉みなと店,"ランク2 3/18(水) 機種単位
7/10台 平均+2,307枚 平均2,31",2,7,10,+2307,2315
260002400000122180,マルハン千葉みなと店,"ランク2 2/23(月) 機種単位
5/8台 平均+2,193枚 平均4,625",2,5,8,+2193,4625
260002400000122180,マルハン千葉みなと店,"ランク4 2/17(火) 機種単位
7/8台 平均+2,193枚 平均6,282",4,7,8,+2193,6282
260002400000122180,マルハン千葉みなと店,"ランク1 2/15(日) 機種単位
5/8台 平均+1,627枚 平均3,614",1,5,8,+1627,3614
260002400000122180,マルハン千葉みなと店,"ランク3 2025/12/27(土) 機種単位
5/8台 平均+1,334枚 平",3,5,8,+1334,7990
260002400000122180,マルハン千葉みなと店,"ランク0 2025/12/09(火) 機種単位
6/8台 平均+1,293枚 平",0,6,8,+1293,3381
260002400000122180,マルハン千葉みなと店,"ランク3 2025/12/05(金) 機種単位
7/8台 平均+2,466枚 平",3,7,8,+2466,4143
260002400000122180,マルハン千葉みなと店,"ランク5 2025/11/22(土) 機種単位
6/8台 平均+3,344枚 平",5,6,8,+3344,7300
260002400000122180,マルハン千葉みなと店,"ランク4 2025/11/21(金) 機種単位
6/8台 平均+2,786枚 平",4,6,8,+2786,5646
260002400000122180,マルハン千葉みなと店,"ランク1 2025/11/20(木) 機種単位
5/8台 平均+2,882枚 平",1,5,8,+2882,3920
260082500008931960,フラミンゴ浜野店,"ランク4 4/5(日) 機種単位
4/4台 平均+6,823枚 平均5,107G",4,4,4,+6823,5107
260082500008931960,フラミンゴ浜野店,"ランク3 3/15(日) 機種単位
4/4台 平均+4,835枚 平均4,264",3,4,4,+4835,4264
260082500008931960,フラミンゴ浜野店,"ランク0 3/5(木) 機種単位
3/4台 平均+1,715枚 平均2,968G",0,3,4,+1715,2968
260082500008931960,フラミンゴ浜野店,"ランク2 4/5(日) 1356～1360番台
3/4台 平均+1,116枚 平",2,3,4,+1116,7398
260082500008931960,フラミンゴ浜野店,"ランク5 3/5(木) 機種単位
6/8台 平均+2,413枚 平均7,938G",5,6,8,+2413,7938
260082500008931960,フラミンゴ浜野店,"ランク3 4/5(日) 機種単位
5/6台 平均+1,187枚 平均7,182G",3,5,6,+1187,7182
260082500008931960,フラミンゴ浜野店,"ランク0 4/25(土) 機種単位
3/3台 平均+2,053枚 平均2,644",0,3,3,+2053,2644
260082500008931960,フラミンゴ浜野店,"ランク2 4/5(日) 機種単位
3/3台 平均+1,628枚 平均5,904G",2,3,3,+1628,5904
260082500008931960,フラミンゴ浜野店,"ランク0 4/25(土) 機種単位
3/4台 平均+1,276枚 平均4,551",0,3,4,+1276,4551
260082500008931960,フラミンゴ浜野店,"ランク1 3/25(水) 機種単位
3/4台 平均+1,931枚 平均3,837",1,3,4,+1931,3837
260083400000210100,ZAP蘇我店,"ランク0 3/11(水) 機種単位
2/3台 平均+2,541枚 平均1,781",0,2,3,+2541,1781
260083400000210100,ZAP蘇我店,"ランク3 3/10(火) 機種単位
3/3台 平均+3,452枚 平均4,538",3,3,3,+3452,4538
260083400000210100,ZAP蘇我店,"ランク2 3/6(金) 機種単位
3/3台 平均+2,847枚 平均3,244G",2,3,3,+2847,3244
260083400000210100,ZAP蘇我店,"ランク0 2/26(木) 機種単位
2/3台 平均+1,711枚 平均3,401",0,2,3,+1711,3401
260083400000210100,ZAP蘇我店,"ランク1 2/12(木) 機種単位
2/3台 平均+4,593枚 平均3,760",1,2,3,+4593,3760
260083400000210100,ZAP蘇我店,"ランク0 1/21(水) 機種単位
2/3台 平均+1,492枚 平均4,215",0,2,3,+1492,4215
260083400000210100,ZAP蘇我店,"ランク0 1/17(土) 機種単位
2/3台 平均+973枚 平均4,496G
",0,2,3,+973,4496
260083400000210100,ZAP蘇我店,"ランク2 1/16(金) 機種単位
3/3台 平均+1,918枚 平均4,787",2,3,3,+1918,4787
260083400000210100,ZAP蘇我店,"ランク0 1/10(土) 機種単位
2/3台 平均+1,273枚 平均4,012",0,2,3,+1273,4012
260083400000210100,ZAP蘇我店,"ランク0 1/9(金) 機種単位
2/3台 平均+1,337枚 平均3,986G",0,2,3,+1337,3986
260083400000210100,ZAP蘇我店,"ランク0 2025/12/31(水) 機種単位
2/3台 平均+2,689枚 平",0,2,3,+2689,3054
260083400000210100,ZAP蘇我店,"ランク1 2025/12/27(土) 機種単位
2/3台 平均+4,074枚 平",1,2,3,+4074,4534
260083400000210100,ZAP蘇我店,"ランク0 3/15(日) 機種単位
2/4台 平均+1,792枚 平均5,303",0,2,4,+1792,5303
260083400000210100,ZAP蘇我店,"ランク0 3/12(木) 機種単位
3/4台 平均+1,166枚 平均4,828",0,3,4,+1166,4828
260083400000210100,ZAP蘇我店,"ランク2 3/9(月) 機種単位
3/4台 平均+3,482枚 平均4,493G",2,3,4,+3482,4493
260083400000210100,ZAP蘇我店,"ランク2 3/8(日) 機種単位
3/4台 平均+1,768枚 平均4,989G",2,3,4,+1768,4989
260083400000210100,ZAP蘇我店,"ランク2 3/6(金) 機種単位
4/4台 平均+1,613枚 平均5,116G",2,4,4,+1613,5116
260083400000210100,ZAP蘇我店,"ランク2 3/5(木) 機種単位
3/4台 平均+3,189枚 平均4,865G",2,3,4,+3189,4865
260083400000210100,ZAP蘇我店,"ランク1 3/4(水) 機種単位
3/4台 平均+1,278枚 平均4,463G",1,3,4,+1278,4463
260083400000210100,ZAP蘇我店,"ランク0 4/21(火) 機種単位
3/3台 平均+580枚 平均5,614G
",0,3,3,+580,5614
260083400000210100,ZAP蘇我店,"ランク0 4/16(木) 機種単位
3/3台 平均+1,064枚 平均2,936",0,3,3,+1064,2936
260083400000210100,ZAP蘇我店,"ランク3 4/11(土) 機種単位
3/3台 平均+1,111枚 平均7,608",3,3,3,+1111,7608
260083400000210100,ZAP蘇我店,"ランク2 3/14(土) 機種単位
3/3台 平均+1,531枚 平均4,845",2,3,3,+1531,4845
260083400000210100,ZAP蘇我店,"ランク0 1/26(月) 機種単位
3/3台 平均+1,042枚 平均2,608",0,3,3,+1042,2608
260083400000210100,ZAP蘇我店,"ランク2 1/11(日) 機種単位
2/3台 平均+1,453枚 平均6,607",2,2,3,+1453,6607
260083400000210100,ZAP蘇我店,"ランク0 2025/11/06(木) 機種単位
2/3台 平均+873枚 平均4",0,2,3,+873,4432
260083400000210100,ZAP蘇我店,"ランク0 2025/09/19(金) 機種単位
3/3台 平均+934枚 平均4",0,3,3,+934,4982
260083400000210100,ZAP蘇我店,"ランク0 2025/08/11(月) 機種単位
2/3台 平均+716枚 平均6",0,2,3,+716,6410
260083400000210100,ZAP蘇我店,"ランク0 2025/08/08(金) 機種単位
2/3台 平均+1,377枚 平",0,2,3,+1377,3760
260083400000210100,ZAP蘇我店,"ランク0 2025/06/08(日) 機種単位
2/3台 平均+1,176枚 平",0,2,3,+1176,4555
260083400000210100,ZAP蘇我店,"ランク0 2025/05/22(木) 機種単位
3/3台 平均+1,155枚 平",0,3,3,+1155,2897
260083400000210100,ZAP蘇我店,"ランク0 4/21(火) 259～270番台
6/12台 平均+862枚 平均6",0,6,12,+862,6764
260083400000210100,ZAP蘇我店,"ランク0 4/1(水) 277～282番台
4/6台 平均+1,058枚 平均4",0,4,6,+1058,4727
260083400000210100,ZAP蘇我店,"ランク4 3/1(日) 277～282番台
5/6台 平均+1,309枚 平均7",4,5,6,+1309,7962
260083400000210100,ZAP蘇我店,"ランク0 2/21(土) 259～270番台
8/12台 平均+707枚 平均7",0,8,12,+707,7060
260083400000210100,ZAP蘇我店,"ランク0 1/29(木) 277～282番台
5/6台 平均+1,077枚 平均",0,5,6,+1077,3408
260083400000210100,ZAP蘇我店,"ランク0 2025/12/23(火) 259～270番台
9/12台 平均+72",0,9,12,+727,6118
260083400000210100,ZAP蘇我店,"ランク3 2025/12/21(日) 277～282番台
4/6台 平均+1,7",3,4,6,+1729,6661
260083400000210100,ZAP蘇我店,"ランク2 2025/12/11(木) 259～270番台
8/12台 平均+1,",2,8,12,+1016,6109
260083400000210100,ZAP蘇我店,"ランク3 2025/11/01(土) 277～282番台
5/6台 平均+896",3,5,6,+896,8132
260083400000210100,ZAP蘇我店,"ランク2 2025/09/11(木) 277～282番台
5/6台 平均+1,0",2,5,6,+1056,6623
260083400000210100,ZAP蘇我店,"ランク4 2025/08/11(月) 277～282番台
5/6台 平均+1,3",4,5,6,+1310,8231
260083400000210100,ZAP蘇我店,"ランク4 2025/07/21(月) 277～282番台
5/6台 平均+1,3",4,5,6,+1348,7916
260083400000210100,ZAP蘇我店,"ランク0 4/24(金) 318～320番台
3/3台 平均+1,300枚 平均",0,3,3,+1300,3533
260083400000210100,ZAP蘇我店,"ランク0 4/21(火) 318～320番台
3/3台 平均+1,030枚 平均",0,3,3,+1030,5429
260083400000210100,ZAP蘇我店,"ランク2 4/11(土) 318～320番台
3/3台 平均+972枚 平均7,",2,3,3,+972,7200
260083400000210100,ZAP蘇我店,"ランク0 3/15(日) 318～320番台
2/3台 平均+1,332枚 平均",0,2,3,+1332,4402
260083400000210100,ZAP蘇我店,"ランク2 2/21(土) 318～320番台
3/3台 平均+2,076枚 平均",2,3,3,+2076,5255
260083400000210100,ZAP蘇我店,"ランク1 1/21(水) 318～320番台
2/3台 平均+1,095枚 平均",1,2,3,+1095,6223
260083400000210100,ZAP蘇我店,"ランク4 2025/12/24(水) 271～276番台
4/6台 平均+1,6",4,4,6,+1684,7254
260084300000005710,キクヤ千葉店,"L 東京喰種 (691～700番台)
                    
",4,6,10,+2586,7167
260084300000005710,キクヤ千葉店,いざ!番長,4,3,4,+3212,6592
260084300000005710,キクヤ千葉店,L 無職転生 ～異世界行ったら本気だす～,2,4,5,+1972,5832
260084300000005710,キクヤ千葉店,スマスロ鉄拳6,2,7,10,+1172,5895
260084300000005710,キクヤ千葉店,L主役は銭形5,1,2,3,+1727,5792
260084300000005710,キクヤ千葉店,"L 東京喰種 (691～700番台)
                    
",5,6,10,+2441,8962
260084300000005710,キクヤ千葉店,いざ!番長,5,4,4,+12330,9141
260084300000005710,キクヤ千葉店,スマスロ 攻殻機動隊,1,6,10,+714,7984
260084300000005710,キクヤ千葉店,"ランク2 4/25(土) 機種単位
4/6台 平均+822枚 平均7,738G
",2,4,6,+822,7738
260084300000005710,キクヤ千葉店,"ランク0 4/20(月) 機種単位
5/6台 平均+682枚 平均6,820G
",0,5,6,+682,6820
260084300000005710,キクヤ千葉店,"ランク4 4/16(木) 機種単位
5/6台 平均+1,991枚 平均6,556",4,5,6,+1991,6556
260084300000005710,キクヤ千葉店,"ランク1 4/14(火) 機種単位
4/6台 平均+1,163枚 平均5,912",1,4,6,+1163,5912
260084300000005710,キクヤ千葉店,"ランク4 4/12(日) 機種単位
4/6台 平均+1,602枚 平均7,404",4,4,6,+1602,7404
